Job ID,Civil Service Title,Agency,Posting Type,Job Category,Salary Range From,Salary Range To
531903,DIRECTOR OF  INVESTMENTS (COMP,OFFICE OF THE COMPTROLLER,External,"Finance, Accounting, & Procurement",135000.0,145000.0
550092,COMMUNITY COORDINATOR,DEPARTMENT OF BUSINESS SERV.,Internal,Constituent Services & Community Programs,54100.0,83981.0
540473,ASSISTANT DISTRICT ATTORNEY (S,BRONX DISTRICT ATTORNEY,Internal,"Legal Affairs Public Safety, Inspections, & Enforcement",80440.0,167610.0
551750,COMMUNICATION ELECTRICIAN,FIRE DEPARTMENT,Internal,Communications & Intergovernmental Affairs,426.24,426.24
496363,AGENCY DEPUTY MEDICAL DIRECTOR,FIRE DEPARTMENT,Internal,Health,97830.0,199650.0
534240,ADM MANAGER-NON-MGRL FRM M1/M2,DEPT OF CITYWIDE ADMIN SVCS,Internal,"Policy, Research & Analysis",66322.0,76270.0
533307,CRIMINALIST,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,51862.0,51862.0
547433,COLLEGE AIDE (ALL CITY DEPTS),DEPARTMENT OF BUILDINGS,Internal,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",15.5,19.9
540861,ASSISTANT MECHANICAL ENGINEER,DEPT OF CITYWIDE ADMIN SVCS,External,"Engineering, Architecture, & Planning",57078.0,65640.0
539178,AGENCY ATTORNEY,DEPT OF CITYWIDE ADMIN SVCS,External,Administration & Human Resources,71423.0,87763.0
548063,ADMINISTRATIVE STAFF ANALYST (,HRA/DEPT OF SOCIAL SERVICES,Internal,Administration & Human Resources,94715.0,117000.0
529694,SCIENTIST (WATER ECOLOGY),DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Health Public Safety, Inspections, & Enforcement",45439.0,52255.0
522953,ASSISTANT CORPORATION COUNSEL,LAW DEPARTMENT,External,Legal Affairs,75121.0,133040.0
531834,TRANSPORTATION SPECIALIST,DEPARTMENT OF TRANSPORTATION,External,"Engineering, Architecture, & Planning",67757.0,98128.0
543613,COMMUNITY ASSISTANT,MANHATTAN COMMUNITY BOARD #10,External,Constituent Services & Community Programs,37398.0,42191.0
439867,ASSOCIATE CONTRACT SPECIALIST,DEPT OF YOUTH & COMM DEV SRVS,Internal,Constituent Services & Community Programs Social Services,60193.0,80000.0
534927,RECREATION DIRECTOR,DEPT OF PARKS & RECREATION,Internal,Constituent Services & Community Programs,41660.0,47909.0
534927,RECREATION DIRECTOR,DEPT OF PARKS & RECREATION,Internal,Constituent Services & Community Programs,41660.0,47909.0
536287,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement Policy, Research & Analysis",51550.0,65604.0
548193,ADMINISTRATIVE CONSTRUCTION PR,DEPT OF DESIGN & CONSTRUCTION,Internal,"Engineering, Architecture, & Planning",72038.0,168598.0
442559,CARETAKER (HA),NYC HOUSING AUTHORITY,External,Building Operations & Maintenance,30909.0,44930.0
547385,CIVIL ENGINEER,DEPT OF DESIGN & CONSTRUCTION,Internal,"Engineering, Architecture, & Planning",67757.0,77921.0
478951,EXECUTIVE AGENCY COUNSEL,HUMAN RIGHTS COMMISSION,Internal,Legal Affairs,95000.0,95000.0
552745,ADMINISTRATIVE MANAGER,HOUSING PRESERVATION & DVLPMNT,Internal,"Technology, Data & Innovation",145000.0,145000.0
544501,COMMUNITY COORDINATOR,DEPT. OF HOMELESS SERVICES,External,Constituent Services & Community Programs Social Services,54100.0,62215.0
552415,COMMUNITY COORDINATOR,DEPT OF PARKS & RECREATION,External,Building Operations & Maintenance,54100.0,83981.0
533608,ASSISTANT CORPORATION COUNSEL,LAW DEPARTMENT,Internal,Legal Affairs,75121.0,133040.0
540899,CERT IT DEVELOPER (APP),BRONX DISTRICT ATTORNEY,External,"Technology, Data & Innovation Legal Affairs Public Safety, Inspections, & Enforcement",115000.0,115000.0
542315,ASSOCIATE STAFF ANALYST,NYC HOUSING AUTHORITY,External,"Finance, Accounting, & Procurement",70611.0,105138.0
542315,ASSOCIATE STAFF ANALYST,NYC HOUSING AUTHORITY,External,"Finance, Accounting, & Procurement",70611.0,105138.0
531554,EMERGENCY PREPAREDNESS MANAGER,OFFICE OF EMERGENCY MANAGEMENT,Internal,"Administration & Human Resources Policy, Research & Analysis",95000.0,110000.0
528240,SPECIAL OFFICER,DEPT. OF HOMELESS SERVICES,External,"Public Safety, Inspections, & Enforcement",34834.0,50207.0
533537,COMMUNITY COORDINATOR,ADMIN FOR CHILDREN'S SVCS,External,"Public Safety, Inspections, & Enforcement",30.0,45.9666
550039,CONFIDENTIAL STRATEGY PLANNER,HOUSING PRESERVATION & DVLPMNT,External,"Policy, Research & Analysis",95000.0,100812.0
541257,ADMINISTRATIVE PROJECT MANAGER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Communications & Intergovernmental Affairs Engineering, Architecture, & Planning Policy, Research & Analysis",180000.0,200000.0
438843,CLERICAL ASSOCIATE,LAW DEPARTMENT,Internal,"Administration & Human Resources Technology, Data & Innovation",19.9179,32.2677
543753,PROCUREMENT ANALYST,ADMIN TRIALS AND HEARINGS,Internal,"Finance, Accounting, & Procurement",41395.0,50000.0
520198,ASSOCIATE STAFF ANALYST,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Administration & Human Resources Health,70611.0,99000.0
546784,INSPECTOR (CONSUMER AND WORKER,CONSUMER AND WORKER PROTECTION,Internal,"Public Safety, Inspections, & Enforcement",42507.0,48883.0
534974,SUPERVISOR III SOCIAL WORK,DEPT OF HEALTH/MENTAL HYGIENE,External,Health,73027.0,83981.0
551433,PRINCIPAL ADMINISTRATIVE ASSOC,DEPARTMENT OF BUILDINGS,Internal,Administration & Human Resources,53057.0,70000.0
534229,PAINTER,DEPT OF CITYWIDE ADMIN SVCS,External,Building Operations & Maintenance,315.07,315.07
531856,COMPUTER SPECIALIST (SOFTWARE),TAXI & LIMOUSINE COMMISSION,Internal,"Technology, Data & Innovation",98901.0,120000.0
530607,ADMINISTRATIVE SUPERVISOR OF B,DEPT OF CITYWIDE ADMIN SVCS,Internal,"Engineering, Architecture, & Planning",90000.0,100000.0
524525,COMPUTER ASSOC (SOFTWARE),ADMIN TRIALS AND HEARINGS,Internal,"Technology, Data & Innovation",66597.0,76587.0
552457,ASSISTANT CORPORATION COUNSEL,LAW DEPARTMENT,Internal,Legal Affairs,90000.0,153666.0
531816,ECONOMIST,TAXI & LIMOUSINE COMMISSION,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",56013.0,84862.0
535365,COLLEGE AIDE (ALL CITY DEPTS),DEPT OF CITYWIDE ADMIN SVCS,Internal,"Policy, Research & Analysis",16.0,19.0
315372,"LEGAL SECRETARIAL ASST- L2,3,4",LAW DEPARTMENT,Internal,Administration & Human Resources,43319.0,54913.0
549375,CIVIL ENGINEERING INTERN,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",51413.0,59125.0
435652,RADIO AND TELEVISION OPERATOR,TECHNOLOGY & INNOVATION,External,"Technology, Data & Innovation",47948.0,60000.0
537744,MARINE ENGINEER (DC),DEPARTMENT OF CORRECTION,Internal,Building Operations & Maintenance,59938.0,64231.0
522101,COMMUNITY COORDINATOR,ADMIN FOR CHILDREN'S SVCS,External,Social Services,54100.0,62215.0
547026,IT PROJECT SPECIALIST,DEPARTMENT OF PROBATION,External,"Technology, Data & Innovation",0.0,160000.0
552065,COMPUTER AIDE,LAW DEPARTMENT,Internal,"Technology, Data & Innovation",22.4357,25.8013
493277,INDUSTRIAL HYGIENIST,DEPARTMENT OF TRANSPORTATION,External,"Administration & Human Resources Public Safety, Inspections, & Enforcement",56041.0,75318.0
542148,CLERICAL ASSOCIATE,ADMIN TRIALS AND HEARINGS,Internal,"Constituent Services & Community Programs Finance, Accounting, & Procurement",36390.0,41848.0
532917,TELECOMMUNICATIONS MANAGER (NO,FINANCIAL INFO SVCS AGENCY,External,"Technology, Data & Innovation",58700.0,75000.0
549909,COMMUNITY COORDINATOR,HOUSING PRESERVATION & DVLPMNT,Internal,"Finance, Accounting, & Procurement",54100.0,62215.0
547444,COLLEGE AIDE (ALL CITY DEPTS),DEPARTMENT OF BUILDINGS,External,"Engineering, Architecture, & Planning Policy, Research & Analysis Public Safety, Inspections, & Enforcement",15.5,19.9
545837,COMPUTER SPECIALIST (SOFTWARE),HRA/DEPT OF SOCIAL SERVICES,External,"Technology, Data & Innovation Social Services",92194.0,106023.0
534493,COMMUNITY COORDINATOR,DEPT. OF HOMELESS SERVICES,External,Social Services,54100.0,62215.0
528982,STAFF ANALYST,ADMIN FOR CHILDREN'S SVCS,Internal,"Finance, Accounting, & Procurement",53797.0,61866.0
527894,DIRECTOR OF FIELD OPERATIONS (,ADMIN FOR CHILDREN'S SVCS,Internal,Social Services,58700.0,102226.0
539582,ASSISTANT CIVIL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",57078.0,85646.0
534211,ADMINISTRATIVE STAFF ANALYST (,NYC HOUSING AUTHORITY,Internal,"Policy, Research & Analysis Social Services",102292.0,163512.0
548157,IT AUTOMATION AND MONITORING E,DEPARTMENT OF CORRECTION,External,"Technology, Data & Innovation",100000.0,140000.0
541785,AGENCY ATTORNEY,DEPARTMENT OF TRANSPORTATION,Internal,Legal Affairs,79620.0,117541.0
549800,AGENCY ATTORNEY,HOUSING PRESERVATION & DVLPMNT,External,Legal Affairs,63228.0,72712.0
534718,ENGINEERING TECHNICIAN,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",42114.0,59724.0
549932,CITY RESEARCH SCIENTIST,HOUSING PRESERVATION & DVLPMNT,External,"Policy, Research & Analysis",75504.0,86830.0
527125,SPECIAL OFFICER,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,35888.0,40544.0
551554,HOUSING DEVELOPMENT SPECIALIST,HOUSING PRESERVATION & DVLPMNT,External,"Finance, Accounting, & Procurement",75000.0,85000.0
546628,COMPUTER SPECIALIST (SOFTWARE),HRA/DEPT OF SOCIAL SERVICES,Internal,"Technology, Data & Innovation Social Services",92194.0,106023.0
469407,AGENCY ATTORNEY,NYC HOUSING AUTHORITY,External,Legal Affairs,79620.0,117000.0
523652,ADM MANAGER-NON-MGRL FRM M1/M2,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,60718.0,80000.0
552636,GRAPHIC ARTIST,CONSUMER AND WORKER PROTECTION,Internal,"Technology, Data & Innovation",58839.0,75000.0
523879,CUSTODIAN,LAW DEPARTMENT,External,Building Operations & Maintenance,45811.0,51766.0
532374,TRANSPORTATION SPECIALIST,DEPARTMENT OF TRANSPORTATION,Internal,"Engineering, Architecture, & Planning",74650.0,99500.0
532864,RESEARCH PROJECTS COOR(MA)-MGR,MAYORS OFFICE OF CONTRACT SVCS,External,"Technology, Data & Innovation Policy, Research & Analysis",110000.0,130000.0
535301,COMPUTER ASSOC (OPERATIONS),TAXI & LIMOUSINE COMMISSION,External,"Technology, Data & Innovation",70000.0,81000.0
551087,CLAIM SPECIALIST,OFFICE OF THE COMPTROLLER,Internal,Legal Affairs,51079.0,58741.0
523076,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",51550.0,73806.0
535559,IT AUTOMATION AND MONITORING E,DEPARTMENT OF CORRECTION,External,"Technology, Data & Innovation",100000.0,140000.0
550471,ADMINISTRATIVE STAFF ANALYST (,ADMIN FOR CHILDREN'S SVCS,External,"Finance, Accounting, & Procurement Social Services",130000.0,150000.0
551469,ASSISTANT PLAN EXAMINER (BLDGS,DEPARTMENT OF BUILDINGS,Internal,"Engineering, Architecture, & Planning",59661.0,80000.0
502860,EXTERMINATOR,DEPARTMENT OF CORRECTION,Internal,Health Building Operations & Maintenance,34027.0,47967.0
529610,RESEARCH PROJECTS COOR(MA)-MGR,MAYORS OFFICE OF CONTRACT SVCS,Internal,"Constituent Services & Community Programs Policy, Research & Analysis Social Services",72000.0,90000.0
531316,ADMINISTRATIVE GRAPHIC ARTIST,DEPT OF HEALTH/MENTAL HYGIENE,External,Communications & Intergovernmental Affairs Health,58700.0,95000.0
500106,ADMINISTRATIVE ACCOUNTANT,NYC HOUSING AUTHORITY,Internal,"Finance, Accounting, & Procurement",58700.0,161534.0
530593,STAFF ANALYST,DEPARTMENT OF BUSINESS SERV.,Internal,Constituent Services & Community Programs,62470.0,80008.0
543528,COMPUTER SYSTEMS MANAGER,NYC HOUSING AUTHORITY,Internal,"Technology, Data & Innovation",88936.0,223761.0
464235,GEOLOGIST,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning Policy, Research & Analysis",49328.0,56727.0
530322,CLERICAL ASSOCIATE,HRA/DEPT OF SOCIAL SERVICES,External,"Constituent Services & Community Programs Communications & Intergovernmental Affairs Finance, Accounting, & Procurement Social Services",36390.0,41848.0
538958,AGENCY ATTORNEY,HRA/DEPT OF SOCIAL SERVICES,Internal,Legal Affairs,79620.0,117541.0
531260,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,External,"Engineering, Architecture, & Planning",83399.0,103307.0
551580,ASSOCIATE HOUSING DEVELOPMENT,HOUSING PRESERVATION & DVLPMNT,Internal,Constituent Services & Community Programs,74650.0,85847.0
537483,AUTOMOTIVE SERVICE WORKER,DEPARTMENT OF CORRECTION,External,Building Operations & Maintenance,36474.0,41216.0
544000,COMMUNITY COORDINATOR,BRONX DISTRICT ATTORNEY,External,"Health Legal Affairs Public Safety, Inspections, & Enforcement Social Services",70000.0,70000.0
542354,CORRECTIONAL STANDARDS REVIEW,DEPARTMENT OF CORRECTION,External,"Policy, Research & Analysis",61302.0,70497.0
545088,CORRECTIONAL STANDARDS REVIEW,DEPARTMENT OF CORRECTION,Internal,"Public Safety, Inspections, & Enforcement",61302.0,70497.0
539563,BUSINESS RESEARCH & DATA ANALY,DEPARTMENT OF FINANCE,External,"Technology, Data & Innovation Policy, Research & Analysis",80517.0,94961.0
535868,ASSISTANT ARCHITECT,DEPT OF CITYWIDE ADMIN SVCS,External,"Engineering, Architecture, & Planning",57078.0,82500.0
527849,EXECUTIVE AGENCY COUNSEL,DEPT OF CITYWIDE ADMIN SVCS,Internal,Legal Affairs,145000.0,180000.0
543626,COMMUNITY COORDINATOR,DEPARTMENT FOR THE AGING,External,Constituent Services & Community Programs Social Services,54100.0,62215.0
543528,COMPUTER SYSTEMS MANAGER,NYC HOUSING AUTHORITY,External,"Technology, Data & Innovation",88936.0,223761.0
546031,RESEARCH PROJECTS COORDINATOR,MAYORS OFFICE OF CONTRACT SVCS,External,"Communications & Intergovernmental Affairs Legal Affairs Policy, Research & Analysis",50000.0,55000.0
548675,ADM PROC ANAL-NM FRM M1-3,DEPT OF DESIGN & CONSTRUCTION,Internal,"Finance, Accounting, & Procurement",65232.0,118167.0
529382,STAFF ANALYST,HRA/DEPT OF SOCIAL SERVICES,Internal,"Policy, Research & Analysis Social Services",62470.0,76868.0
538095,SENIOR IT ARCHITECT,DEPARTMENT OF CORRECTION,Internal,"Technology, Data & Innovation",100000.0,160000.0
529692,PUBLIC HEALTH SANITARIAN,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Health Public Safety, Inspections, & Enforcement",45722.0,52580.0
530408,INSPECTOR (HOUSING),HOUSING PRESERVATION & DVLPMNT,Internal,"Public Safety, Inspections, & Enforcement",53563.0,61598.0
533913,COMMUNITY COORDINATOR,DEPT. OF HOMELESS SERVICES,External,Constituent Services & Community Programs Social Services,54100.0,83981.0
530602,ADMINISTRATIVE CONSTRUCTION PR,DEPT OF CITYWIDE ADMIN SVCS,External,"Engineering, Architecture, & Planning",85000.0,95000.0
358147,PUBLIC HEALTH NURSE,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,73576.0,73576.0
546568,CITY RESEARCH SCIENTIST,DEPT OF ENVIRONMENT PROTECTION,Internal,"Constituent Services & Community Programs Engineering, Architecture, & Planning Building Operations & Maintenance Policy, Research & Analysis",64140.0,77609.0
537587,MEDIA SERVICES TECHNICIAN,POLICE DEPARTMENT,Internal,"Technology, Data & Innovation",42798.0,55908.0
521932,CITY RESEARCH SCIENTIST,DEPARTMENT OF TRANSPORTATION,Internal,"Policy, Research & Analysis",75504.0,86830.0
513476,STAFF ANALYST TRAINEE,LAW DEPARTMENT,Internal,"Technology, Data & Innovation",42150.0,58163.0
543256,CITY RESEARCH SCIENTIST,DEPARTMENT OF CORRECTION,External,"Policy, Research & Analysis",94283.0,108426.0
534512,DIRECTOR OF FIELD OPERATIONS (,ADMIN FOR CHILDREN'S SVCS,Internal,Social Services,88936.0,223761.0
545521,INSPECTOR (CONSUMER AND WORKER,CONSUMER AND WORKER PROTECTION,External,"Public Safety, Inspections, & Enforcement",42507.0,48883.0
525196,DEPARTMENT LIBRARIAN,LAW DEPARTMENT,Internal,Administration & Human Resources Legal Affairs,43834.0,50409.0
508883,COMMUNITY COORDINATOR,ADMIN FOR CHILDREN'S SVCS,Internal,Social Services,54100.0,62215.0
551514,COMPUTER SYSTEMS MANAGER,FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",35.0,40.0
543897,CLERICAL ASSOCIATE,CONSUMER AND WORKER PROTECTION,Internal,Constituent Services & Community Programs,32850.0,40017.0
538224,COMMUNITY COORDINATOR,DEPT OF YOUTH & COMM DEV SRVS,Internal,Constituent Services & Community Programs,54100.0,83981.0
535050,CITY PLANNER,DEPARTMENT OF CITY PLANNING,External,"Engineering, Architecture, & Planning",65208.0,74000.0
549924,ASSOCIATE HOUSING DEVELOPMENT,HOUSING PRESERVATION & DVLPMNT,Internal,Communications & Intergovernmental Affairs,74650.0,85847.0
552368,IT INFRASTRUCTURE ENGINEER,FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",110000.0,140000.0
547878,ADMINISTRATIVE RETIREMENTS BEN,TEACHERS RETIREMENT SYSTEM,Internal,"Technology, Data & Innovation Policy, Research & Analysis",58700.0,80000.0
533614,INVESTMENT MANAGER (COMPTROLLE,OFFICE OF THE COMPTROLLER,Internal,"Finance, Accounting, & Procurement",120000.0,140000.0
532461,IT INFRASTRUCTURE ENGINEER,FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",100000.0,140000.0
550278,SUPERVISING HOUSING GROUNDSKEE,NYC HOUSING AUTHORITY,External,Building Operations & Maintenance,40065.0,65449.0
541811,PROCUREMENT ANALYST,POLICE DEPARTMENT,Internal,"Finance, Accounting, & Procurement",50972.0,82730.0
541571,CERT IT DEVELOPER (APP),OFFICE OF THE COMPTROLLER,External,"Technology, Data & Innovation",100000.0,120000.0
529251,COMMUNITY ASSOCIATE,HRA/DEPT OF SOCIAL SERVICES,Internal,Social Services,31.04,31.04
536724,PRINCIPAL ADMINISTRATIVE ASSOC,HRA/DEPT OF SOCIAL SERVICES,External,Administration & Human Resources Social Services,53057.0,77124.0
544477,ADM CONSTRUCTION PRJ MGR-NM,DEPARTMENT OF TRANSPORTATION,Internal,"Engineering, Architecture, & Planning",53702.0,146121.0
538166,ADMINISTRATIVE STAFF ANALYST (,DEPARTMENT OF CORRECTION,Internal,"Policy, Research & Analysis",72038.0,192152.0
536305,STAFF ANALYST,TAXI & LIMOUSINE COMMISSION,External,"Constituent Services & Community Programs Policy, Research & Analysis",62470.0,80008.0
532230,CONFIDENTIAL INVESTIGATOR,NYC HOUSING AUTHORITY,Internal,"Public Safety, Inspections, & Enforcement",45113.0,55000.0
512403,COMMUNITY COORDINATOR,DEPT OF HEALTH/MENTAL HYGIENE,External,Health,54100.0,62215.0
552118,COMMUNITY ASSOCIATE,HOUSING PRESERVATION & DVLPMNT,External,Constituent Services & Community Programs,38333.0,44083.0
532209,ASSOCIATE PROJECT MANAGER,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Administration & Human Resources Health,67757.0,77921.0
539455,CITY MEDICAL SPECIALIST (PART-,FIRE DEPARTMENT,External,Health,79.23,84.86
531895,ASSOCIATE STAFF ANALYST,ADMIN FOR CHILDREN'S SVCS,Internal,"Finance, Accounting, & Procurement",70611.0,81203.0
552237,PRINCIPAL ADMINISTRATIVE ASSOC,HRA/DEPT OF SOCIAL SERVICES,External,Administration & Human Resources,58695.0,67499.0
540471,CLAIM SPECIALIST,LAW DEPARTMENT,Internal,Legal Affairs,41483.0,47705.0
540471,CLAIM SPECIALIST,LAW DEPARTMENT,Internal,Legal Affairs,41483.0,47705.0
538563,ASSOCIATE STAFF ANALYST,HRA/DEPT OF SOCIAL SERVICES,External,"Constituent Services & Community Programs Communications & Intergovernmental Affairs Finance, Accounting, & Procurement Social Services",70611.0,81203.0
518341,ADMIN COMMUNITY RELATIONS SPEC,NYC HOUSING AUTHORITY,Internal,Constituent Services & Community Programs,64749.0,134280.0
529928,POLICE ADMINISTRATIVE AIDE,POLICE DEPARTMENT,Internal,Administration & Human Resources,36390.0,55228.0
544736,PROJECT MANAGER INTERN#,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",51535.0,59265.0
546322,ASSOCIATE HOUSING DEVELOPMENT,NYC HOUSING AUTHORITY,External,"Policy, Research & Analysis",74650.0,109409.0
546829,COMMUNITY COORDINATOR,DEPT OF CITYWIDE ADMIN SVCS,Internal,"Engineering, Architecture, & Planning",54100.0,62215.0
500485,ASSOCIATE PROJECT MANAGER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",67757.0,98128.0
543759,ASSISTANT MECHANICAL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",57078.0,85646.0
485572,ASSOCIATE JOB OPPORTUNITY SPEC,HRA/DEPT OF SOCIAL SERVICES,Internal,Social Services,60793.0,69912.0
530605,POLICE ADMINISTRATIVE AIDE,POLICE DEPARTMENT,Internal,Administration & Human Resources,36390.0,55228.0
535429,ASSISTANT MECHANICAL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",57078.0,85646.0
544291,EXECUTIVE AGENCY COUNSEL,TAXI & LIMOUSINE COMMISSION,External,Legal Affairs,120000.0,145000.0
526173,AGENCY ATTORNEY,DEPARTMENT OF CORRECTION,External,Legal Affairs,83158.0,95632.0
544475,ASSOCIATE PUBLIC RECORDS OFFIC,TAXI & LIMOUSINE COMMISSION,External,"Legal Affairs Policy, Research & Analysis",61469.0,83000.0
268307,CLERICAL ASSOCIATE,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Administration & Human Resources,30580.0,35098.0
268307,CLERICAL ASSOCIATE,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Administration & Human Resources,30580.0,35098.0
537339,AGENCY ATTORNEY,DEPARTMENT OF CITY PLANNING,Internal,Legal Affairs,83158.0,115000.0
504066,TRANSPORTATION SPECIALIST,DEPARTMENT OF TRANSPORTATION,Internal,"Administration & Human Resources Engineering, Architecture, & Planning Policy, Research & Analysis",74650.0,109409.0
527831,SUPERVISOR CARPENTER,NYC HOUSING AUTHORITY,Internal,Building Operations & Maintenance,56.8,56.8
534371,CHILD AND FAMILY SPECIALIST,ADMIN FOR CHILDREN'S SVCS,External,Social Services,73027.0,98484.0
534631,INVESTIGATOR (CCRB),CIVILIAN COMPLAINT REVIEW BD,External,Administration & Human Resources,42293.0,42293.0
530537,AGENCY ATTORNEY INTERNE,NYC HOUSING AUTHORITY,Internal,Legal Affairs,62397.0,75760.0
440244,AGENCY ATTORNEY,NYC HOUSING AUTHORITY,Internal,"Legal Affairs Policy, Research & Analysis",79620.0,110000.0
549649,SENIOR POLICE ADMINISTRATIVE A,POLICE DEPARTMENT,Internal,Administration & Human Resources,43929.0,57093.0
540243,AGENCY ATTORNEY,DEPT OF ENVIRONMENT PROTECTION,Internal,Legal Affairs,79620.0,91563.0
534714,ADMINISTRATIVE ENGINEER,NYC HOUSING AUTHORITY,External,"Engineering, Architecture, & Planning",112000.0,120000.0
552774,COMMUNITY ASSOCIATE,HOUSING PRESERVATION & DVLPMNT,External,Constituent Services & Community Programs,38333.0,44083.0
540906,COMMUNITY COORDINATOR,BRONX DISTRICT ATTORNEY,External,"Technology, Data & Innovation Public Safety, Inspections, & Enforcement",75197.0,75197.0
500072,ADMINISTRATIVE INSPECTOR (HOUS,NYC HOUSING AUTHORITY,Internal,"Public Safety, Inspections, & Enforcement",110000.0,120000.0
536383,EVIDENCE AND PROPERTY CONTROL,DEPT OF HEALTH/MENTAL HYGIENE,External,"Health Public Safety, Inspections, & Enforcement",51345.0,58020.0
526450,LEGAL COORDINATOR,DEPARTMENT OF CORRECTION,External,Social Services,47418.0,54531.0
529027,ASSISTANT COMMISSIONER (DOC),DEPARTMENT OF CORRECTION,External,Health,150000.0,165000.0
534062,EMERGENCY PREPAREDNESS MANAGER,OFFICE OF EMERGENCY MANAGEMENT,External,Constituent Services & Community Programs Communications & Intergovernmental Affairs,95000.0,110000.0
533617,INVESTMENT MANAGER (COMPTROLLE,OFFICE OF THE COMPTROLLER,External,"Finance, Accounting, & Procurement",110000.0,133900.0
513665,CLERICAL ASSOCIATE,HRA/DEPT OF SOCIAL SERVICES,External,Administration & Human Resources Social Services,36390.0,41848.0
539188,CRIMINALIST,POLICE DEPARTMENT,Internal,"Policy, Research & Analysis",51862.0,65360.0
532865,COLLEGE AIDE (ALL CITY DEPTS),DEPT OF CITYWIDE ADMIN SVCS,External,"Engineering, Architecture, & Planning Technology, Data & Innovation",18.0,19.0
549947,ASSISTANT COMMISSIONER (EVALUA,HOUSING PRESERVATION & DVLPMNT,Internal,Constituent Services & Community Programs,127410.0,137410.0
534745,STAFF ANALYST,DEPARTMENT FOR THE AGING,External,"Finance, Accounting, & Procurement Social Services",62470.0,71840.0
533896,CARPENTER,DEPT. OF HOMELESS SERVICES,External,Building Operations & Maintenance Social Services,375.06,375.06
552548,CIVIL ENGINEER,DEPARTMENT OF TRANSPORTATION,External,"Engineering, Architecture, & Planning",80557.0,111917.0
547959,CITY RESEARCH SCIENTIST,DEPT OF HEALTH/MENTAL HYGIENE,External,"Health Policy, Research & Analysis",96772.0,127557.0
527782,SUPERVISOR ELECTRICIAN,NYC HOUSING AUTHORITY,External,Building Operations & Maintenance,67.72,67.72
535696,PUBLIC HEALTH SANITARIAN,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Health Public Safety, Inspections, & Enforcement",45722.0,45722.0
530804,ADMINISTRATIVE CONTRACT SPECIA,DEPT OF HEALTH/MENTAL HYGIENE,External,"Constituent Services & Community Programs Finance, Accounting, & Procurement Health",58700.0,90000.0
533139,COMMUNITY COORDINATOR,DEPT OF HEALTH/MENTAL HYGIENE,External,Health,54100.0,62215.0
548301,RUBBER TIRE REPAIRER,FIRE DEPARTMENT,External,Building Operations & Maintenance,240.8,240.8
532949,CITY RESEARCH SCIENTIST,DEPARTMENT OF CORRECTION,External,"Communications & Intergovernmental Affairs Policy, Research & Analysis",84468.0,97138.0
518558,CITY RESEARCH SCIENTIST,HRA/DEPT OF SOCIAL SERVICES,Internal,"Technology, Data & Innovation",97138.0,111003.0
551826,COMMUNITY COORDINATOR,DISTRICT ATTORNEY KINGS COUNTY,Internal,"Finance, Accounting, & Procurement",80000.0,80000.0
495351,EMERGENCY PREPAREDNESS SPECIAL,OFFICE OF EMERGENCY MANAGEMENT,Internal,Constituent Services & Community Programs,57500.0,69500.0
495351,EMERGENCY PREPAREDNESS SPECIAL,OFFICE OF EMERGENCY MANAGEMENT,Internal,Constituent Services & Community Programs,57500.0,69500.0
